2016-11-23 02:16:41,656 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:17:11,659 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:17:41,661 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:18:11,664 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:18:41,665 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:19:11,667 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:19:41,669 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:20:11,670 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:20:41,682 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:21:11,683 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:21:41,685 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:22:11,687 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:22:41,688 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:23:11,689 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:23:41,691 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:24:11,692 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:24:41,694 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:25:11,698 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:25:41,699 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:26:11,701 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:26:41,703 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:27:11,705 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:27:41,706 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:28:11,708 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:28:41,709 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:29:11,712 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:29:41,714 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:30:11,715 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:30:41,717 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:31:11,718 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:31:41,720 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:32:11,722 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:32:41,724 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:33:11,725 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:33:41,726 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:34:11,728 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:34:41,729 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:35:11,731 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:35:41,732 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:36:11,734 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:36:41,736 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:37:11,738 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:37:41,754 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:38:11,755 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:38:41,757 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:39:11,758 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:39:41,761 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:40:11,762 [HikariPool-1 housekeeper] DEBUG  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
2016-11-23 02:40:31,615 [HikariPool-1 connection closer] DEBUG  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Closing connection com.mysql.jdbc.JDBC4Connection@2546eeb8: (connection has passed maxLifetime)
2016-11-23 02:40:32,229 [HikariPool-1 connection closer] DEBUG  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Closing connection com.mysql.jdbc.JDBC4Connection@49fce1b7: (connection has passed maxLifetime)
